pid,faceid,cosmetics,ICS,attr
ppt_1,face_60,With,0.9785657101541108,6.0
ppt_1,face_42,Without,0.9785657101541108,4.0
ppt_1,face_3,With,0.9785657101541108,5.0
ppt_1,face_43,With,0.9785657101541108,6.0
ppt_1,face_57,With,0.9785657101541108,4.0
ppt_1,face_25,With,0.9785657101541108,3.0
ppt_1,face_4,Without,0.9785657101541108,3.0
ppt_1,face_18,Without,0.9785657101541108,4.0
ppt_1,face_31,With,0.9785657101541108,4.0
ppt_1,face_10,With,0.9785657101541108,2.0
ppt_1,face_55,Without,0.9785657101541108,7.0
ppt_1,face_56,Without,0.9785657101541108,6.0
ppt_1,face_58,Without,0.9785657101541108,4.0
ppt_1,face_40,With,0.9785657101541108,4.0
ppt_1,face_45,Without,0.9785657101541108,6.0
ppt_1,face_70,With,0.9785657101541108,4.0
ppt_1,face_42,With,0.9785657101541108,3.0
ppt_1,face_41,Without,0.9785657101541108,4.0
ppt_1,face_48,Without,0.9785657101541108,4.0
ppt_1,face_17,Without,0.9785657101541108,5.0
ppt_1,face_24,With,0.9785657101541108,3.0
ppt_1,face_10,Without,0.9785657101541108,4.0
ppt_1,face_36,Without,0.9785657101541108,4.0
ppt_1,face_7,Without,0.9785657101541108,2.0
ppt_1,face_5,With,0.9785657101541108,2.0
ppt_1,face_38,Without,0.9785657101541108,3.0
ppt_1,face_35,With,0.9785657101541108,6.0
ppt_1,face_69,With,0.9785657101541108,4.0
ppt_1,face_19,Without,0.9785657101541108,4.0
ppt_1,face_56,With,0.9785657101541108,4.0
ppt_1,face_54,Without,0.9785657101541108,2.0
ppt_10,face_21,With,1.3962301414364842,4.0
ppt_10,face_12,With,1.3962301414364842,4.0
ppt_10,face_60,Without,1.3962301414364842,4.0
ppt_10,face_53,With,1.3962301414364842,3.0
ppt_10,face_45,With,1.3962301414364842,3.0
ppt_10,face_32,Without,1.3962301414364842,2.0
ppt_10,face_40,Without,1.3962301414364842,2.0
ppt_10,face_55,Without,1.3962301414364842,4.0
ppt_10,face_64,With,1.3962301414364842,2.0
ppt_10,face_68,Without,1.3962301414364842,3.0
ppt_10,face_9,Without,1.3962301414364842,1.0
ppt_10,face_52,Without,1.3962301414364842,3.0
ppt_10,face_30,With,1.3962301414364842,4.0
ppt_10,face_34,With,1.3962301414364842,2.0
ppt_10,face_18,Without,1.3962301414364842,3.0
ppt_10,face_54,Without,1.3962301414364842,2.0
ppt_10,face_23,Without,1.3962301414364842,4.0
ppt_10,face_11,Without,1.3962301414364842,3.0
ppt_10,face_58,With,1.3962301414364842,2.0
ppt_10,face_19,Without,1.3962301414364842,4.0
ppt_10,face_4,Without,1.3962301414364842,2.0
ppt_10,face_13,With,1.3962301414364842,6.0
ppt_10,face_7,With,1.3962301414364842,2.0
ppt_10,face_19,With,1.3962301414364842,2.0
ppt_10,face_57,Without,1.3962301414364842,1.0
ppt_10,face_6,With,1.3962301414364842,2.0
ppt_10,face_11,With,1.3962301414364842,6.0
ppt_10,face_37,Without,1.3962301414364842,3.0
ppt_10,face_17,With,1.3962301414364842,5.0
ppt_10,face_67,Without,1.3962301414364842,4.0
ppt_10,face_49,Without,1.3962301414364842,4.0
ppt_10,face_22,Without,1.3962301414364842,6.0
ppt_10,face_35,Without,1.3962301414364842,3.0
ppt_10,face_43,Without,1.3962301414364842,3.0
ppt_10,face_24,With,1.3962301414364842,2.0
ppt_10,face_43,With,1.3962301414364842,3.0
ppt_10,face_44,With,1.3962301414364842,1.0
ppt_10,face_22,With,1.3962301414364842,7.0
ppt_10,face_13,Without,1.3962301414364842,2.0
ppt_10,face_61,With,1.3962301414364842,3.0
ppt_10,face_54,With,1.3962301414364842,2.0
ppt_10,face_56,With,1.3962301414364842,7.0
ppt_10,face_3,With,1.3962301414364842,2.0
ppt_10,face_15,Without,1.3962301414364842,2.0
ppt_10,face_5,Without,1.3962301414364842,4.0
ppt_10,face_10,With,1.3962301414364842,2.0
ppt_10,face_14,With,1.3962301414364842,5.0
ppt_10,face_15,With,1.3962301414364842,1.0
ppt_10,face_52,With,1.3962301414364842,4.0
ppt_10,face_59,Without,1.3962301414364842,2.0
ppt_10,face_51,With,1.3962301414364842,4.0
ppt_10,face_67,With,1.3962301414364842,7.0
ppt_10,face_27,Without,1.3962301414364842,4.0
ppt_10,face_31,With,1.3962301414364842,3.0
ppt_10,face_63,With,1.3962301414364842,2.0
ppt_10,face_28,With,1.3962301414364842,3.0
ppt_10,face_5,With,1.3962301414364842,2.0
ppt_10,face_8,With,1.3962301414364842,4.0
ppt_10,face_49,With,1.3962301414364842,4.0
ppt_10,face_38,Without,1.3962301414364842,4.0
ppt_10,face_8,Without,1.3962301414364842,4.0
ppt_10,face_65,Without,1.3962301414364842,3.0
ppt_10,face_26,Without,1.3962301414364842,3.0
ppt_10,face_21,Without,1.3962301414364842,2.0
ppt_10,face_64,Without,1.3962301414364842,2.0
ppt_10,face_40,With,1.3962301414364842,6.0
ppt_10,face_70,Without,1.3962301414364842,2.0
ppt_10,face_27,With,1.3962301414364842,5.0
ppt_10,face_61,Without,1.3962301414364842,2.0
ppt_10,face_60,With,1.3962301414364842,5.0
ppt_10,face_18,With,1.3962301414364842,5.0
ppt_10,face_29,With,1.3962301414364842,4.0
ppt_10,face_50,With,1.3962301414364842,2.0
ppt_10,face_55,With,1.3962301414364842,4.0
ppt_10,face_1,With,1.3962301414364842,1.0
ppt_10,face_42,With,1.3962301414364842,4.0
ppt_10,face_33,Without,1.3962301414364842,4.0
ppt_10,face_38,With,1.3962301414364842,3.0
ppt_10,face_45,Without,1.3962301414364842,4.0
ppt_10,face_4,With,1.3962301414364842,1.0
ppt_10,face_65,With,1.3962301414364842,4.0
ppt_10,face_59,With,1.3962301414364842,2.0
ppt_10,face_39,With,1.3962301414364842,4.0
ppt_10,face_69,Without,1.3962301414364842,2.0
ppt_10,face_24,Without,1.3962301414364842,4.0
ppt_10,face_47,Without,1.3962301414364842,4.0
ppt_10,face_14,Without,1.3962301414364842,2.0
ppt_10,face_29,Without,1.3962301414364842,3.0
ppt_10,face_20,Without,1.3962301414364842,2.0
ppt_10,face_2,With,1.3962301414364842,4.0
ppt_10,face_34,Without,1.3962301414364842,2.0
ppt_10,face_41,With,1.3962301414364842,2.0
ppt_10,face_58,Without,1.3962301414364842,1.0
ppt_10,face_26,With,1.3962301414364842,1.0
ppt_10,face_12,Without,1.3962301414364842,5.0
ppt_10,face_25,With,1.3962301414364842,3.0
ppt_10,face_33,With,1.3962301414364842,3.0
ppt_10,face_16,With,1.3962301414364842,4.0
ppt_10,face_36,With,1.3962301414364842,4.0
ppt_10,face_39,Without,1.3962301414364842,4.0
ppt_10,face_44,Without,1.3962301414364842,1.0
ppt_10,face_70,With,1.3962301414364842,5.0
ppt_11,face_40,With,-1.0553716079415365,7.0
ppt_11,face_20,Without,-1.0553716079415365,3.0
ppt_11,face_50,With,-1.0553716079415365,3.0
ppt_11,face_6,With,-1.0553716079415365,6.0
ppt_11,face_50,Without,-1.0553716079415365,4.0
ppt_11,face_52,Without,-1.0553716079415365,4.0
ppt_11,face_26,Without,-1.0553716079415365,2.0
ppt_11,face_8,Without,-1.0553716079415365,2.0
ppt_11,face_55,With,-1.0553716079415365,3.0
ppt_11,face_34,Without,-1.0553716079415365,5.0
ppt_11,face_45,Without,-1.0553716079415365,3.0
ppt_11,face_53,With,-1.0553716079415365,5.0
ppt_11,face_18,With,-1.0553716079415365,6.0
ppt_11,face_10,Without,-1.0553716079415365,3.0
ppt_11,face_3,With,-1.0553716079415365,6.0
ppt_11,face_61,Without,-1.0553716079415365,3.0
ppt_11,face_7,With,-1.0553716079415365,7.0
ppt_11,face_56,With,-1.0553716079415365,5.0
ppt_11,face_24,With,-1.0553716079415365,4.0
ppt_11,face_59,Without,-1.0553716079415365,3.0
ppt_11,face_25,Without,-1.0553716079415365,4.0
ppt_11,face_19,Without,-1.0553716079415365,3.0
ppt_11,face_34,With,-1.0553716079415365,5.0
ppt_11,face_46,With,-1.0553716079415365,5.0
ppt_11,face_57,Without,-1.0553716079415365,7.0
ppt_11,face_9,With,-1.0553716079415365,3.0
ppt_11,face_48,Without,-1.0553716079415365,2.0
ppt_11,face_18,Without,-1.0553716079415365,5.0
ppt_11,face_65,With,-1.0553716079415365,3.0
ppt_11,face_52,With,-1.0553716079415365,5.0
ppt_11,face_51,Without,-1.0553716079415365,4.0
ppt_12,face_46,Without,0.1499473622750825,5.0
ppt_12,face_34,Without,0.1499473622750825,2.0
ppt_12,face_57,With,0.1499473622750825,4.0
ppt_12,face_52,Without,0.1499473622750825,4.0
ppt_12,face_24,Without,0.1499473622750825,2.0
ppt_12,face_67,Without,0.1499473622750825,4.0
ppt_12,face_9,With,0.1499473622750825,1.0
ppt_12,face_33,With,0.1499473622750825,1.0
ppt_12,face_22,Without,0.1499473622750825,4.0
ppt_12,face_26,With,0.1499473622750825,1.0
ppt_12,face_14,With,0.1499473622750825,2.0
ppt_12,face_62,Without,0.1499473622750825,5.0
ppt_12,face_17,Without,0.1499473622750825,4.0
ppt_12,face_55,Without,0.1499473622750825,5.0
ppt_12,face_24,With,0.1499473622750825,1.0
ppt_12,face_65,With,0.1499473622750825,2.0
ppt_12,face_65,Without,0.1499473622750825,7.0
ppt_12,face_19,With,0.1499473622750825,1.0
ppt_12,face_19,Without,0.1499473622750825,4.0
ppt_12,face_23,With,0.1499473622750825,1.0
ppt_12,face_53,With,0.1499473622750825,1.0
ppt_12,face_47,Without,0.1499473622750825,4.0
ppt_12,face_32,Without,0.1499473622750825,3.0
ppt_12,face_8,With,0.1499473622750825,1.0
ppt_12,face_29,Without,0.1499473622750825,4.0
ppt_12,face_48,Without,0.1499473622750825,1.0
ppt_12,face_3,Without,0.1499473622750825,4.0
ppt_12,face_27,Without,0.1499473622750825,4.0
ppt_12,face_16,With,0.1499473622750825,2.0
ppt_12,face_63,With,0.1499473622750825,1.0
ppt_12,face_63,Without,0.1499473622750825,3.0
ppt_12,face_46,With,0.1499473622750825,1.0
ppt_12,face_11,With,0.1499473622750825,4.0
ppt_12,face_40,With,0.1499473622750825,4.0
ppt_12,face_39,With,0.1499473622750825,1.0
ppt_12,face_23,Without,0.1499473622750825,3.0
ppt_12,face_39,Without,0.1499473622750825,4.0
ppt_12,face_22,With,0.1499473622750825,2.0
ppt_12,face_11,Without,0.1499473622750825,4.0
ppt_12,face_59,Without,0.1499473622750825,4.0
ppt_12,face_17,With,0.1499473622750825,6.0
ppt_12,face_5,Without,0.1499473622750825,3.0
ppt_12,face_7,With,0.1499473622750825,1.0
ppt_12,face_36,Without,0.1499473622750825,2.0
ppt_12,face_49,Without,0.1499473622750825,4.0
ppt_12,face_10,Without,0.1499473622750825,5.0
ppt_12,face_66,Without,0.1499473622750825,2.0
ppt_12,face_18,Without,0.1499473622750825,4.0
ppt_12,face_45,With,0.1499473622750825,1.0
ppt_12,face_70,Without,0.1499473622750825,4.0
ppt_12,face_61,With,0.1499473622750825,1.0
ppt_12,face_1,Without,0.1499473622750825,3.0
ppt_12,face_9,Without,0.1499473622750825,2.0
ppt_12,face_61,Without,0.1499473622750825,2.0
ppt_12,face_21,Without,0.1499473622750825,3.0
ppt_12,face_64,With,0.1499473622750825,2.0
ppt_12,face_13,With,0.1499473622750825,2.0
ppt_12,face_15,Without,0.1499473622750825,3.0
ppt_12,face_45,Without,0.1499473622750825,3.0
ppt_12,face_36,With,0.1499473622750825,2.0
ppt_12,face_69,With,0.1499473622750825,1.0
ppt_12,face_51,With,0.1499473622750825,5.0
ppt_12,face_2,Without,0.1499473622750825,5.0
ppt_12,face_2,With,0.1499473622750825,2.0
ppt_12,face_32,With,0.1499473622750825,1.0
ppt_12,face_4,With,0.1499473622750825,1.0
ppt_12,face_56,Without,0.1499473622750825,2.0
ppt_12,face_64,Without,0.1499473622750825,3.0
ppt_12,face_31,Without,0.1499473622750825,2.0
ppt_12,face_49,With,0.1499473622750825,1.0
ppt_12,face_20,Without,0.1499473622750825,2.0
ppt_12,face_41,Without,0.1499473622750825,2.0
ppt_12,face_25,With,0.1499473622750825,2.0
ppt_12,face_15,With,0.1499473622750825,1.0
ppt_12,face_37,Without,0.1499473622750825,2.0
ppt_12,face_38,With,0.1499473622750825,2.0
ppt_12,face_44,Without,0.1499473622750825,4.0
ppt_12,face_37,With,0.1499473622750825,1.0
ppt_12,face_27,With,0.1499473622750825,4.0
ppt_12,face_43,Without,0.1499473622750825,4.0
ppt_12,face_13,Without,0.1499473622750825,3.0
ppt_12,face_47,With,0.1499473622750825,2.0
ppt_12,face_8,Without,0.1499473622750825,4.0
ppt_12,face_52,With,0.1499473622750825,3.0
ppt_12,face_25,Without,0.1499473622750825,2.0
ppt_12,face_57,Without,0.1499473622750825,4.0
ppt_12,face_29,With,0.1499473622750825,4.0
ppt_12,face_34,With,0.1499473622750825,2.0
ppt_12,face_51,Without,0.1499473622750825,3.0
ppt_12,face_50,With,0.1499473622750825,2.0
ppt_12,face_59,With,0.1499473622750825,1.0
ppt_12,face_58,Without,0.1499473622750825,1.0
ppt_12,face_33,Without,0.1499473622750825,2.0
ppt_12,face_35,Without,0.1499473622750825,4.0
ppt_12,face_70,With,0.1499473622750825,2.0
ppt_12,face_42,With,0.1499473622750825,3.0
ppt_12,face_50,Without,0.1499473622750825,3.0
ppt_12,face_18,With,0.1499473622750825,3.0
ppt_12,face_30,Without,0.1499473622750825,4.0
ppt_12,face_26,Without,0.1499473622750825,2.0
ppt_12,face_66,With,0.1499473622750825,2.0
ppt_12,face_55,With,0.1499473622750825,2.0
ppt_12,face_53,Without,0.1499473622750825,3.0
ppt_12,face_42,Without,0.1499473622750825,4.0
ppt_12,face_20,With,0.1499473622750825,2.0
ppt_12,face_4,Without,0.1499473622750825,4.0
ppt_12,face_41,With,0.1499473622750825,1.0
ppt_12,face_10,With,0.1499473622750825,1.0
ppt_12,face_40,Without,0.1499473622750825,4.0
ppt_12,face_54,Without,0.1499473622750825,3.0
ppt_12,face_12,Without,0.1499473622750825,4.0
ppt_13,face_37,Without,-0.4876804637037299,3.0
ppt_13,face_28,With,-0.4876804637037299,2.0
ppt_13,face_15,With,-0.4876804637037299,2.0
ppt_13,face_35,Without,-0.4876804637037299,3.0
ppt_13,face_56,Without,-0.4876804637037299,3.0
ppt_13,face_37,With,-0.4876804637037299,1.0
ppt_13,face_30,Without,-0.4876804637037299,3.0
ppt_13,face_49,With,-0.4876804637037299,2.0
ppt_13,face_27,With,-0.4876804637037299,3.0
ppt_13,face_11,Without,-0.4876804637037299,4.0
ppt_13,face_26,Without,-0.4876804637037299,2.0
ppt_13,face_65,Without,-0.4876804637037299,4.0
ppt_13,face_8,Without,-0.4876804637037299,3.0
ppt_13,face_16,Without,-0.4876804637037299,5.0
ppt_13,face_36,Without,-0.4876804637037299,4.0
ppt_13,face_47,With,-0.4876804637037299,5.0
ppt_13,face_63,Without,-0.4876804637037299,4.0
ppt_13,face_62,With,-0.4876804637037299,3.0
ppt_13,face_33,With,-0.4876804637037299,1.0
ppt_13,face_47,Without,-0.4876804637037299,3.0
ppt_13,face_67,Without,-0.4876804637037299,4.0
ppt_13,face_34,Without,-0.4876804637037299,4.0
ppt_13,face_12,Without,-0.4876804637037299,4.0
ppt_13,face_51,Without,-0.4876804637037299,5.0
ppt_13,face_6,With,-0.4876804637037299,2.0
ppt_13,face_28,Without,-0.4876804637037299,3.0
ppt_14,face_24,Without,-0.2573724902734728,4.0
ppt_14,face_63,With,-0.2573724902734728,6.0
ppt_14,face_67,Without,-0.2573724902734728,4.0
ppt_14,face_50,With,-0.2573724902734728,4.0
ppt_14,face_38,With,-0.2573724902734728,7.0
ppt_14,face_58,Without,-0.2573724902734728,5.0
ppt_14,face_11,Without,-0.2573724902734728,4.0
ppt_14,face_59,With,-0.2573724902734728,7.0
ppt_14,face_9,With,-0.2573724902734728,4.0
ppt_14,face_13,Without,-0.2573724902734728,4.0
ppt_14,face_6,Without,-0.2573724902734728,3.0
ppt_14,face_2,Without,-0.2573724902734728,3.0
ppt_14,face_14,With,-0.2573724902734728,7.0
ppt_14,face_41,Without,-0.2573724902734728,2.0
ppt_14,face_40,Without,-0.2573724902734728,5.0
ppt_14,face_6,With,-0.2573724902734728,4.0
ppt_14,face_58,With,-0.2573724902734728,6.0
ppt_14,face_30,Without,-0.2573724902734728,2.0
ppt_14,face_41,With,-0.2573724902734728,4.0
ppt_14,face_61,Without,-0.2573724902734728,4.0
ppt_14,face_43,With,-0.2573724902734728,7.0
ppt_14,face_15,Without,-0.2573724902734728,4.0
ppt_14,face_55,Without,-0.2573724902734728,5.0
ppt_14,face_70,Without,-0.2573724902734728,5.0
ppt_14,face_4,Without,-0.2573724902734728,4.0
ppt_14,face_16,With,-0.2573724902734728,7.0
ppt_14,face_8,Without,-0.2573724902734728,2.0
ppt_14,face_46,With,-0.2573724902734728,7.0
ppt_14,face_68,With,-0.2573724902734728,7.0
ppt_14,face_36,With,-0.2573724902734728,5.0
ppt_14,face_25,With,-0.2573724902734728,5.0
ppt_14,face_18,With,-0.2573724902734728,6.0
ppt_14,face_42,Without,-0.2573724902734728,6.0
ppt_14,face_50,Without,-0.2573724902734728,3.0
ppt_14,face_47,Without,-0.2573724902734728,5.0
ppt_14,face_53,Without,-0.2573724902734728,2.0
ppt_14,face_30,With,-0.2573724902734728,6.0
ppt_14,face_28,With,-0.2573724902734728,7.0
ppt_14,face_66,With,-0.2573724902734728,4.0
ppt_14,face_12,Without,-0.2573724902734728,4.0
ppt_14,face_1,With,-0.2573724902734728,7.0
ppt_14,face_60,Without,-0.2573724902734728,4.0
ppt_14,face_45,Without,-0.2573724902734728,4.0
ppt_14,face_5,Without,-0.2573724902734728,4.0
ppt_14,face_7,With,-0.2573724902734728,7.0
ppt_14,face_54,Without,-0.2573724902734728,5.0
ppt_14,face_70,With,-0.2573724902734728,7.0
ppt_14,face_21,Without,-0.2573724902734728,6.0
ppt_14,face_37,Without,-0.2573724902734728,3.0
ppt_14,face_46,Without,-0.2573724902734728,5.0
ppt_14,face_63,Without,-0.2573724902734728,2.0
ppt_14,face_2,With,-0.2573724902734728,7.0
ppt_14,face_4,With,-0.2573724902734728,5.0
ppt_14,face_47,With,-0.2573724902734728,7.0
ppt_14,face_22,With,-0.2573724902734728,7.0
ppt_14,face_3,With,-0.2573724902734728,7.0
ppt_14,face_38,Without,-0.2573724902734728,3.0
ppt_14,face_60,With,-0.2573724902734728,7.0
ppt_14,face_64,Without,-0.2573724902734728,4.0
ppt_14,face_51,Without,-0.2573724902734728,6.0
ppt_14,face_34,Without,-0.2573724902734728,3.0
ppt_14,face_31,Without,-0.2573724902734728,2.0
ppt_14,face_48,With,-0.2573724902734728,4.0
ppt_14,face_45,With,-0.2573724902734728,6.0
ppt_14,face_29,With,-0.2573724902734728,6.0
ppt_14,face_68,Without,-0.2573724902734728,5.0
ppt_14,face_43,Without,-0.2573724902734728,3.0
ppt_14,face_62,With,-0.2573724902734728,6.0
ppt_14,face_20,With,-0.2573724902734728,7.0
ppt_14,face_67,With,-0.2573724902734728,7.0
ppt_14,face_27,With,-0.2573724902734728,7.0
ppt_14,face_25,Without,-0.2573724902734728,4.0
ppt_14,face_66,Without,-0.2573724902734728,4.0
ppt_14,face_20,Without,-0.2573724902734728,4.0
ppt_14,face_17,Without,-0.2573724902734728,7.0
ppt_14,face_49,With,-0.2573724902734728,4.0
ppt_14,face_53,With,-0.2573724902734728,5.0
ppt_14,face_17,With,-0.2573724902734728,7.0
ppt_14,face_15,With,-0.2573724902734728,6.0
ppt_14,face_23,Without,-0.2573724902734728,6.0
ppt_14,face_39,Without,-0.2573724902734728,4.0
ppt_14,face_32,Without,-0.2573724902734728,3.0
ppt_14,face_1,Without,-0.2573724902734728,4.0
ppt_14,face_54,With,-0.2573724902734728,7.0
ppt_14,face_39,With,-0.2573724902734728,7.0
ppt_14,face_18,Without,-0.2573724902734728,4.0
ppt_14,face_33,With,-0.2573724902734728,6.0
ppt_14,face_61,With,-0.2573724902734728,6.0
ppt_14,face_69,With,-0.2573724902734728,7.0
ppt_14,face_22,Without,-0.2573724902734728,5.0
ppt_14,face_3,Without,-0.2573724902734728,4.0
ppt_14,face_16,Without,-0.2573724902734728,2.0
ppt_14,face_44,Without,-0.2573724902734728,2.0
ppt_14,face_8,With,-0.2573724902734728,7.0
ppt_14,face_49,Without,-0.2573724902734728,4.0
ppt_14,face_26,With,-0.2573724902734728,4.0
ppt_14,face_19,Without,-0.2573724902734728,4.0
ppt_14,face_33,Without,-0.2573724902734728,2.0
ppt_14,face_28,Without,-0.2573724902734728,4.0
ppt_14,face_62,Without,-0.2573724902734728,4.0
ppt_14,face_32,With,-0.2573724902734728,4.0
ppt_14,face_51,With,-0.2573724902734728,7.0
ppt_15,face_63,Without,0.7438947503668284,4.0
ppt_15,face_9,With,0.7438947503668284,2.0
ppt_15,face_45,Without,0.7438947503668284,5.0
ppt_15,face_40,With,0.7438947503668284,6.0
ppt_15,face_6,With,0.7438947503668284,4.0
ppt_15,face_50,With,0.7438947503668284,2.0
ppt_15,face_43,Without,0.7438947503668284,4.0
ppt_15,face_38,With,0.7438947503668284,7.0
ppt_15,face_39,Without,0.7438947503668284,5.0
ppt_15,face_41,Without,0.7438947503668284,2.0
ppt_15,face_43,With,0.7438947503668284,4.0
ppt_15,face_70,With,0.7438947503668284,3.0
ppt_15,face_18,Without,0.7438947503668284,4.0
ppt_15,face_51,With,0.7438947503668284,7.0
ppt_15,face_56,Without,0.7438947503668284,4.0
ppt_15,face_57,With,0.7438947503668284,5.0
ppt_15,face_1,Without,0.7438947503668284,3.0
ppt_15,face_12,Without,0.7438947503668284,4.0
ppt_15,face_16,With,0.7438947503668284,5.0
ppt_15,face_20,With,0.7438947503668284,4.0
ppt_15,face_49,Without,0.7438947503668284,5.0
ppt_15,face_36,With,0.7438947503668284,4.0
ppt_15,face_57,Without,0.7438947503668284,3.0
ppt_15,face_1,With,0.7438947503668284,4.0
ppt_15,face_2,With,0.7438947503668284,5.0
ppt_15,face_48,With,0.7438947503668284,2.0
ppt_15,face_9,Without,0.7438947503668284,2.0
ppt_15,face_65,With,0.7438947503668284,3.0
ppt_15,face_5,With,0.7438947503668284,2.0
ppt_15,face_6,Without,0.7438947503668284,4.0
ppt_15,face_28,With,0.7438947503668284,6.0
ppt_15,face_22,Without,0.7438947503668284,5.0
ppt_15,face_4,Without,0.7438947503668284,7.0
ppt_15,face_10,Without,0.7438947503668284,3.0
ppt_15,face_35,With,0.7438947503668284,6.0
ppt_15,face_31,Without,0.7438947503668284,4.0
ppt_15,face_42,With,0.7438947503668284,5.0
ppt_15,face_63,With,0.7438947503668284,6.0
ppt_15,face_66,With,0.7438947503668284,1.0
ppt_15,face_24,With,0.7438947503668284,3.0
ppt_15,face_50,Without,0.7438947503668284,4.0
ppt_15,face_37,Without,0.7438947503668284,3.0
ppt_15,face_4,With,0.7438947503668284,2.0
ppt_15,face_16,Without,0.7438947503668284,5.0
ppt_15,face_45,With,0.7438947503668284,3.0
ppt_15,face_67,Without,0.7438947503668284,4.0
ppt_15,face_31,With,0.7438947503668284,5.0
ppt_15,face_68,Without,0.7438947503668284,3.0
ppt_15,face_55,Without,0.7438947503668284,5.0
ppt_15,face_59,Without,0.7438947503668284,3.0
ppt_15,face_66,Without,0.7438947503668284,3.0
ppt_15,face_69,Without,0.7438947503668284,4.0
ppt_15,face_23,With,0.7438947503668284,2.0
ppt_15,face_11,With,0.7438947503668284,6.0
ppt_15,face_42,Without,0.7438947503668284,2.0
ppt_15,face_25,With,0.7438947503668284,4.0
ppt_15,face_54,With,0.7438947503668284,2.0
ppt_15,face_14,Without,0.7438947503668284,5.0
ppt_15,face_55,With,0.7438947503668284,5.0
ppt_15,face_46,With,0.7438947503668284,6.0
ppt_15,face_65,Without,0.7438947503668284,3.0
ppt_15,face_70,Without,0.7438947503668284,2.0
ppt_15,face_13,Without,0.7438947503668284,3.0
ppt_15,face_3,Without,0.7438947503668284,3.0
ppt_15,face_24,Without,0.7438947503668284,5.0
ppt_15,face_44,Without,0.7438947503668284,4.0
ppt_15,face_33,Without,0.7438947503668284,3.0
ppt_15,face_41,With,0.7438947503668284,3.0
ppt_15,face_62,With,0.7438947503668284,4.0
ppt_15,face_30,Without,0.7438947503668284,5.0
